window_period,p1,p2,p3,p4,p5,p6,p7,p8,p9,p10
"['2009-03-29', '2009-04-05']",0.1017186479555999,0.1947505552710475,0.1929677324368879,0.20315592044461142,0.2474933155507112,0.3083506778077778,0.13971784000406656,0.18064244646891808,0.15775590231993888,0.11504683799191981
"['2009-04-05', '2009-04-12']",0.3606481342274086,0.7417054018220592,0.8453055304149037,1.0877136317248652,1.195076574325421,1.0711770618262002,0.6809603553944868,1.045368297368248,0.5967408860679169,0.2778046004212476
"['2009-04-12', '2009-04-19']",0.14479591976163042,0.1109893411981378,0.4336846355131708,0.17335582730789628,0.2294597039099575,0.3134990425064902,0.1873307390123694,0.2525390461346615,0.2453499862735193,0.15376675379377175
"['2009-04-19', '2009-04-26']",0.4457788417745929,0.14884840819461712,0.38210334151079217,0.22698062725140783,0.27489151412954926,0.2607258696817593,0.12859157478844077,0.31210502945198904,0.16919460560652042,0.15025194356101068
"['2009-04-26', '2009-05-03']",0.4641362472830363,0.18869239821771602,0.2699658388288556,0.27157655354565013,0.3612293537296179,0.48600220011781436,0.17512112333355487,0.3919207223809109,0.20905301446032298,0.1330098910308054
"['2009-05-03', '2009-05-10']",0.1599326946443359,0.12243884398417232,0.14853917362794217,0.2159944454944848,0.23369328217631563,0.33358736386259946,0.11278165992352515,0.1819210988983382,0.14291327035527632,0.17330674880607377
"['2009-05-10', '2009-05-17']",0.48233940457918334,0.22496364189442408,0.2892177554135147,0.3673271129135358,0.2606178819278086,0.27566483509287576,0.13460015567997252,0.253610148317668,0.1954541065310024,0.1762778378593306
"['2009-05-17', '2009-05-24']",0.44954376517842165,0.3237099206844313,0.47431282874438274,0.5205034720954609,0.671691729480853,0.3872637551227958,0.2114174540899905,0.30067574541255393,0.2154446538028849,0.1273370249212987
"['2009-05-24', '2009-05-31']",0.21644718540772429,0.23139538130046128,0.3792916983145044,0.4676173762053569,0.589628920764733,0.47512283194221006,0.30611893983216054,0.38577631782616784,0.266314051807202,0.2855427311529351
"['2009-05-31', '2009-06-07']",0.2079274058433036,0.1766959042537148,0.21624384407630268,0.3881192996912565,0.1430792096312043,0.1626235874659223,0.12629338793639272,0.20042458912967998,0.204679740081899,0.2760643607116958
"['2009-06-07', '2009-06-14']",0.117059140104191,0.0959214396236438,0.1711406428176605,0.17031679828418808,0.1300813753093821,0.2163869095618125,0.6792217026635372,0.2491549260548176,0.1570601832946083,0.07616405656321901
"['2009-06-14', '2009-06-21']",0.1260382907534545,0.16064081644692582,0.1444257681481103,0.15217066076263214,0.1734495636790268,0.2045171590799305,0.6741808364111055,0.2775164359343243,0.17507529168313068,0.09419015960983611
"['2009-06-21', '2009-06-28']",0.0900116326261722,0.2114320158497911,0.17480775560306017,0.14391984102603822,0.26544037955177757,0.2766340369445125,0.09086070461236169,0.17748701921599364,0.0690019155770721,0.061373459788220515
"['2009-06-28', '2009-07-05']",0.16527394886107472,0.2496407340954321,0.19159670328392928,0.1838039689347755,0.6113404599805505,0.3996217718728754,0.1266663369305635,0.1725766772763734,0.07346857957057737,0.08982538545180344
"['2009-07-05', '2009-07-12']",0.5200785998542797,0.8888436133470992,0.9852892892536707,1.192488315269895,1.1895123669448455,1.5129798719020493,1.5124911087884945,1.4137852735228678,0.8166923065571992,0.5601511148583352
"['2009-07-12', '2009-07-19']",0.1053026226779298,0.12444785336826582,0.1889058775236663,0.2003777887009451,0.2155087249464878,0.1863574140098353,0.4663297171519857,0.2959803883073673,0.28372590651566687,0.07456681608860449
"['2009-07-19', '2009-07-26']",0.23198078748782158,0.19172703971595173,0.15016801519605744,0.1165587109205497,0.16263946207831517,0.17654948175094531,0.1989062981105339,0.12223127971071232,0.2414080336320293,0.06581617647479221
"['2009-07-26', '2009-08-02']",0.16634684546048117,0.1925179345664497,0.18519031246373618,0.23145731088555632,0.20993539290342972,0.4521626541469861,0.5225285010702092,0.2857741127561791,0.24960120287780851,0.13271193263153652
"['2009-08-02', '2009-08-09']",0.15884504965880902,0.32656303426681477,0.434190695656176,0.39664364932754337,0.1788204731225957,0.2585938869852295,0.2064968974778384,0.06911833338243112,0.2182859564143254,0.05787557354446711
"['2009-08-09', '2009-08-16']",0.10509953571699752,0.18341886462416523,0.35247733644697343,0.3819555996457956,0.15910026945868516,0.24811083878894613,0.2245332358535601,0.16135218188806463,0.14875702655427336,0.13490554090367152
"['2009-08-16', '2009-08-23']",0.11437867796112021,0.1680480923462804,0.1794598446365661,0.15970479476571592,0.1282061451601174,0.17805342257340423,0.24391095105347116,0.1964094637388864,0.2918794002700204,0.1283011467263579
"['2009-08-23', '2009-08-30']",0.10876083153907122,0.1847156340580118,0.18607938594438372,0.2866950739853059,0.28285946307732057,0.564844444107844,0.6732986172199722,0.24090769235099424,0.3498323461016005,0.1650321265222281
"['2009-08-30', '2009-09-06']",0.1544520471895484,0.18588978367999748,0.1460688943373023,0.1336537344975771,0.37312730085305007,0.18266626485478504,0.4220856786266537,0.2209939893088017,0.1432833095747904,0.0585353639839971
"['2009-09-06', '2009-09-13']",0.1093136160227264,0.1834195721063545,0.1279465674024533,0.1143194742190454,0.30607814509507164,0.10053941581427848,0.13038185127849228,0.10163294736566789,0.12010935899755291,0.052655838070188705
"['2009-09-13', '2009-09-20']",0.08384799740717838,0.17025187817861798,0.11754072490110931,0.1110487853277351,0.367571918872755,0.1149750533050356,0.1275582377551922,0.11476061220102812,0.17480130858386608,0.05445067518189986
"['2009-09-20', '2009-09-27']",0.1224376347460636,0.20338973055819767,0.22240363606564334,0.3304371253770001,0.26019774053850275,0.35570799019831445,0.2479363084560115,0.1793641473568715,0.4031171931324123,0.2741244572504148
"['2009-09-27', '2009-10-04']",0.09212162397745059,0.17418619749493447,0.2494807337091659,0.3205406965617923,0.18392663482607252,0.17941503762336553,0.21251231615152108,0.11431281532886811,0.47927964356521957,0.2786159421715371
"['2009-10-04', '2009-10-11']",0.29865318084005366,0.8994094416727683,1.1960745200696261,1.2036058461193202,1.3838765008729372,1.1424783078285636,1.320596660728072,1.3850694141734792,0.6364790600740308,0.20747722288215406
"['2009-10-11', '2009-10-18']",0.05777254538462931,0.0719037413197331,0.1266804724451862,0.14480019292616003,0.18881102938375904,0.1361957789138497,0.034620866112759635,0.06449132143666689,0.04788116677278341,0.0842187297567566
