trade_date,p1,p2,p3,p4,p5,p6,p7,p8,p9,p10
2000-01-04,,,,,,,,,,
2000-01-05,,,,,,,,,,
2000-01-06,,,,,,,,,,
2000-01-07,,,,,,,,,,
2000-01-10,0.004730229280753519,0.011425672024330863,0.012712059241604928,0.014805055800144655,0.02235472571146963,0.016854110082225742,0.025852551157918,0.026581269788443912,0.03364261704323924,0.034309876453975124
2000-01-11,-0.03131462104728162,-0.038757525127296896,-0.03947655599712474,-0.04282825654206825,-0.04884096288296491,-0.040678368059326855,-0.04504420479119489,-0.041724916062189504,-0.044695390161404315,-0.04598690001098714
2000-01-12,-0.022843896812606818,-0.021943594842720526,-0.023686001201283606,-0.02658832031061227,-0.030182301123658425,-0.02192621621978981,-0.028428962211157437,-0.02939300792112054,-0.0382660410619928,-0.03865842912723189
2000-01-13,-0.003107212407573758,-0.006411191447425819,-0.007789225775188636,-0.007237322354221319,-0.010560763661309053,-0.010461746658526934,-0.010389319064141589,-0.00696318278369929,-0.007729487542244021,-0.015951594778649953
2000-01-14,-0.00958689601769104,-0.011221223897024242,-0.007459750121298467,-0.009393483287961161,-0.013317381357709717,-0.011995835420726153,-0.008031844683125625,-0.009720398089038917,-0.0135506147300832,-0.010948495050438855
2000-01-17,0.012543169714553479,0.011854976086216365,0.01651776322734225,0.0131116538848858,0.01723438177642559,0.018648951537862377,0.0203481271052841,0.025741692686336064,0.018611032071888862,0.02403956021351507
2000-01-18,0.0071377775713152404,0.00017400310020169448,0.008938165388841776,0.004359036307371233,0.0031010959339830015,-0.0018293440485020926,-0.0071213496685665345,-0.005911636751666756,-0.009636284086184256,-0.01689837305497963
2000-01-19,0.021337615955388505,0.014145049804225384,0.012665637923768635,0.011878426844933914,0.0056912793840199665,0.012366097261212908,0.005552298354659015,0.013208543322096214,0.0073276765409049545,0.014398185231373397
2000-01-20,0.012327924965465522,0.012899517600839924,0.012746689548747303,0.013415763487834858,0.018801692682822082,0.016214569181677286,0.01923610194564337,0.023366661150656925,0.03040827825068251,0.022442787411783925
2000-01-21,-0.0026881068908242026,-0.00699557745268523,-0.004756345424407869,-0.0018329644911442328,-0.005186343802185479,0.007109406372356524,0.007505410941582186,0.00938831369253917,0.017282858057143764,0.012915228952583485
2000-01-24,0.005353176790257124,0.007884213983094034,0.007466068472675792,0.007045514687816572,0.005202526680880765,0.016185657196783644,0.026830453929302635,0.026414906657036007,0.014174625757344482,0.022630011285022993
