factors,p1,p2,p3,p4,p5,p6,p7,p8,p9,p10
size_mktcap,1.6003155822941548,1.2896377006899078,1.076820172074368,1.1048426160729212,0.89704448371754,0.8997128063395118,0.9022089721292824,0.9150638211514215,1.0784577604080507,0.8262836406969788
value_epratio,0.40517309230004467,1.0745087145607881,1.1127220800046762,0.47115364592338405,0.5768241033640756,0.2504785389768914,0.22527992072252245,0.5239031281283644,0.6527808308908076,1.194361808509569
value_bmratio,0.024544648809388274,0.4855283740015869,0.37826321394020457,0.10200175925331514,0.0842211348286997,0.3181788419531805,0.7521655560719342,0.7973623266371924,0.03205617255133117,1.3000420399368509
value_cpratio,0.4173195847780112,0.47617155200919054,0.09003892444849854,0.06390483154578767,0.7702807823393129,0.9073209555696411,1.1629562795661141,1.5615361850793104,0.7416500474464615,1.6859482724354484
profitability_roe,0.7044641861220318,0.9719889394571662,0.9066929700510231,1.0640251116359112,0.9970380734093005,0.8098562810812078,0.5047201059516023,0.8509407553313266,0.7050345294588317,0.9181992788520733
profitability_PMU,-0.8590390993252954,-0.33398495948623835,-0.11106646668677636,0.08528173129119045,0.1531631819269781,0.49843641221586515,0.09797379957151787,1.253578636489504,2.4230664033661,3.034172253095791
profitability_PMUTTM,-0.04171493647079249,0.3879593024735173,0.724223020594637,0.6944082939610243,0.7635098571039528,0.504875506578693,0.8881478493630616,0.567960205117959,2.0191029093109605,2.6005601023367184
volatility_MAX,0.2188906150874749,0.2722744751584125,0.5265857876953037,0.2735992299332365,0.44291899052518097,0.26819299178779266,-0.09584157754447371,0.2650193503794074,0.2681898984007233,0.3442570084863362
volatility_onemonthv,0.361417691227746,0.12098458978462084,0.5696095658789718,0.2703861299848741,0.3582555856313999,0.4853712740480896,-0.06675543513435969,0.8633565066917942,-0.05747888206011015,-0.2496997658682895
volatility_threemonthv,0.8800864990356089,1.025165373457169,0.8996298080503385,0.23060990415028995,0.854553947038609,0.5731067021388117,0.02653034912423352,0.4922832721071877,0.15071308139474132,-0.1731449313458214
volatility_sixmonthv,0.8972410578739267,1.213604237375471,1.017214954606642,1.0117061366994453,0.7050137494842849,0.4060379298316722,0.8399422688422397,0.09198113168227878,0.05161659728520223,-0.3500228186966948
volatility_twelvemonthv,0.9859918963923714,1.695790239063992,1.1392957907365813,1.0121633617491288,1.2406531738925368,0.5924972203953237,0.5373333405875951,0.2933169348430367,0.5569781746996899,-0.20185093506885088
volatility_oneyearmv,0.7081488274562193,-0.0076011880384786144,0.48602985033342555,-0.05276309638117196,-0.45334646931047484,0.36130270470988696,-0.04286853936332008,-0.3031404547572228,0.21100688068281917,-0.09758424107103886
volatility_twoyearmv,0.5215861410357402,-0.07848353330249153,0.11377668006168958,-0.18085847306116828,0.02683662545723587,-0.03431628371869055,-0.058134014913078895,-0.1696976209178548,-0.32247138195968933,-0.4065567455895741
volatility_threeyearmv,0.7278044052273054,0.3871131763260285,0.014841412496897886,0.0455141388608311,0.17024030291238287,0.24943526312798112,-0.20566610028442583,-0.1557556533112007,-0.12206485858768015,-0.28900096606907616
investment_annualassetgrowth,0.24537373415798858,0.41487702969423856,0.7289419565326745,0.394456352795852,-0.2258620730475204,0.5343774262677631,0.7435424783348694,0.9916328207412626,0.9640415471846473,0.9020582927547434
investment_quarterlyassetgrowth,-0.00825308299097102,-0.2020009274116395,0.036749199754075104,0.2821722254603458,0.10191242304669247,0.7602654127814111,1.2910207747643294,1.3961503577174617,1.1974737991589428,1.6265754880847922
accruals_accruals,0.7580077647277401,0.778599183192385,0.957206420423947,0.8975137959485142,0.6478844541808894,0.7375110438309151,0.6338210504913577,0.5682674733993675,0.5427164461435103,0.5816434986751019
accruals_noas,0.9233960075639368,1.0906702865513729,0.8844758381002906,1.2590521434255562,0.8937470558525153,1.1116276156904972,-0.22668031001328373,0.6473212215676425,0.20330568826882534,0.9082620352303055
illiquidity_illiquidity,0.16592113741173123,0.18148660060658955,0.4849621856251567,0.7460257681629181,0.5157672250407271,0.9794242976313184,0.8958294131912902,1.057000265620674,1.5989208046537084,1.316427012711564
turnover_twelvemturnover,1.0827827312553244,1.1134096346350817,1.4599968470090396,1.419078874125484,1.2722708810396448,0.9376293888171394,0.9167350097201941,0.5034178303259924,0.520783768747172,-0.28918266029304046
turnover_onemabturnover,1.0011669983571574,0.7537878019483281,0.6659651441093065,0.8610064841434616,0.5695015085219918,0.41674493950146646,0.6067148600230976,0.19207372268160314,-0.5023246316417017,-1.6507398597294032
momandrev_onemonthreturn,0.6916428842881435,0.511246450310166,0.15742916332613652,-0.27674366581469334,-0.12925325522059725,0.14265429829717066,-0.003971514647623787,0.09553616256174474,-0.2557378987658477,-0.8909317750796345
momandrev_lagelemreturn,-0.021399039516589863,0.21465075025554053,-0.06466432909851451,0.07112858854350154,0.37382503037877585,-0.019186031622876746,0.17279976003230058,0.5107749929662094,0.843579619882088,1.0003073885917626
