factors,p1,p2,p3,p4,p5,p6,p7,p8,p9,p10
size_mktcap,0.5295268996041398,0.5365865060055311,0.5245867375598643,0.4981212201559507,0.4563892655498924,0.4055076044868767,0.34528885174519147,0.2729370405407534,0.19672184018793692,0.07181955041729489
value_epratio,0.1958626907904853,0.31388723242213595,0.3944578691054994,0.4391598245198632,0.46045857014811586,0.4802430672692814,0.44294579479818413,0.40549685173519173,0.29230375976913464,0.14286647004404082
value_bmratio,0.2010209791900417,0.37170843779892554,0.445010434260933,0.4866044213065289,0.5113113816474903,0.5006758172796747,0.47294879624354663,0.4035972741169964,0.3070470643482055,0.12619772262597614
value_cpratio,0.21346195864605447,0.3195130253176394,0.33293284547169555,0.32571258467194353,0.31410494537248923,0.3259318169706326,0.3457845846943313,0.3396228171967765,0.32023796387548087,0.2096117388924312
profitability_roe,0.18971349413488295,0.26579509523002814,0.29088162443975607,0.2982347689387734,0.3117768228779441,0.3242722750730739,0.28332893022843586,0.2671535601583624,0.24221136824867182,0.1688492168688456
profitability_PMU,0.18449826771431976,0.260929277103411,0.28941997630232696,0.30382877430097616,0.3123716995273699,0.3128194806494556,0.30685999567771416,0.2830177179993957,0.25136398914229047,0.16856465086679745
profitability_PMUTTM,0.13853672810408774,0.2048808599628174,0.24104266527551418,0.26415888108154145,0.26313753714755617,0.2693382117989064,0.26664605625428345,0.24017009378844975,0.22071990271790132,0.1333821385624597
volatility_MAX,0.6576662816975601,1.0738898621352593,1.139187982988331,1.1652750536552683,1.1621193229114042,1.132329052643787,1.0884851929614552,1.0008757361341107,0.8557206167060067,0.6338744504857271
volatility_onemonthv,0.48318126712861614,1.104822253924801,1.2732610236493627,1.3552221903348933,1.375679183301948,1.3776290885756914,1.3365057232695112,1.2689791036419185,1.1013919852251242,0.646463453440687
volatility_threemonthv,0.2328441611261835,0.6185422587843568,0.7766029181153027,0.8697143980658447,0.9148830899541454,0.921538854776448,0.8898927660749449,0.8121761547306031,0.6640353593368578,0.34773671408381196
volatility_sixmonthv,0.17147748407008914,0.4408747103780344,0.5438862951289389,0.6221767231825027,0.6509798237740486,0.6579382093598665,0.6313353160735005,0.5803703587336916,0.4731088227053223,0.25954765462210505
volatility_twelvemonthv,0.12351793472359116,0.3212647683806657,0.4045944047277049,0.4444188122680118,0.47648742331126775,0.4842565836869295,0.46544781182725947,0.4275043911462499,0.35632922433584685,0.2099033138221057
volatility_oneyearmv,0.6993346121473535,1.423935384472909,1.5295143949840841,1.5811593733882296,1.5885872757421131,1.589310924207828,1.5492871356395816,1.4631553310227268,1.28656428015732,0.7407821321961456
volatility_twoyearmv,0.5801036645049187,1.2967078395807732,1.4326226963440285,1.485801755820472,1.5131753063535147,1.502172256326001,1.4533654809091034,1.3950896294513828,1.2474184538432376,0.7135089428586215
volatility_threeyearmv,0.4916053372004016,1.1773799271824705,1.3309693062372163,1.3823559904928888,1.398884585571228,1.3947236636429596,1.3730266451342863,1.3139142022759187,1.1799329670906686,0.6523533305486351
investment_annualassetgrowth,0.16267022551346172,0.2111101542309606,0.22366516739473907,0.26662783076072744,0.2487018959715797,0.2242110690615381,0.22882613620038908,0.21262915612097033,0.19647206244148022,0.14881329115518288
investment_quarterlyassetgrowth,0.2299179244739776,0.2807101005667907,0.27393818111799456,0.31208734387417686,0.3348637754845956,0.3244494841782641,0.3123697788543011,0.30214578499716366,0.2671905131651953,0.22526590252247944
accruals_accruals,0.08027784648075728,0.19258264962884655,0.22166603771592294,0.24859865477129175,0.25447703048498554,0.24942809627263368,0.24798153232655346,0.22970845426373515,0.2051406025196203,0.12700550588212461
accruals_noas,0.10544351085515405,0.21422740332457382,0.2527710191144294,0.2728797368320168,0.29445920180675517,0.2795688392549288,0.2787098861462182,0.27342897162851426,0.24196236928779735,0.1717180755735145
illiquidity_illiquidity,0.20908357805127617,0.6665559452690523,0.8668055308777289,0.9872309996477175,1.0377994424726362,1.047212201071607,1.0133939087280404,0.9250039563170421,0.762680508395089,0.4045571710621442
turnover_twelvemturnover,0.08430106052427012,0.23474059800884764,0.2778290654724352,0.3199003719683948,0.3315263385180165,0.3429882055497578,0.3410118049036274,0.32252139590001316,0.2771758101104788,0.17692132945215805
turnover_onemabturnover,0.48954993551168025,0.9741696301095825,1.16847383602469,1.2472385038585145,1.2763435178094076,1.263198140886273,1.2570654019489977,1.1682628997458755,0.9894522224639613,0.5331578573183754
momandrev_onemonthreturn,1.0818420025969548,1.4857962959973245,1.5796608703901314,1.6143267738501803,1.6303131738570136,1.6233199609431135,1.6099054310963066,1.5556623501629874,1.4440395833418196,0.9846959926556442
momandrev_lagelemreturn,0.4526350310713506,0.8719036608667392,1.0456799638087961,1.10058770325421,1.1188183724312275,1.1095860402252178,1.0464235955210819,0.9499930436872741,0.771417955957241,0.3786169573942704
